Category,Review
1,"every moment crackles with tension , and by the end of the flick , you're on the edge of your seat ."
0,"a film which presses familiar herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised ."
1,"a fine , rousing , g-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats ."
0,"it's a fanboy 'what if ? ' brought to life on the big screen ."
1,"the series' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls' amusing personalities ."
0,"the story itself is actually quite vapid ."
1,"richly entertaining and suggestive of any number of metaphorical readings ."
0,"it's a hellish , numbing experience to watch , and it doesn't offer any insights that haven't been thoroughly debated in the media already , back in the dahmer heyday of the mid-'90s ."
1,"a compelling allegory about the last days of germany's democratic weimar republic ."
1,"offers a guilt-free trip into feel-good territory ."
0,"a few zingers aside , the writing is indifferent , and jordan brady's direction is prosaic ."
1,"devos delivers a perfect performance that captures the innocence and budding demons within a wallflower ."
0,"would've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film's predictable denouement . then nadia's birthday might not have been such a bad day after all ."
0,"one of those staggeringly well-produced , joylessly extravagant pictures that keep whooshing you from one visual marvel to the next , hastily , emptily ."
0,"enthusiastically taking up the current teen movie concern with bodily functions , walt becker's film pushes all the demographically appropriate comic buttons ."
0,"it's the funniest american comedy since graffiti bridge ."
0,"that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks ."
1,"really is a pan-american movie , with moments of genuine insight into the urban heart ."
0,"the project's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting ."
0,"in old-fashioned screenwriting parlance , ms . shreve's novel proved too difficult a text to 'lick , ' despite the efforts of a first-rate cast ."
1,"peppering this urban study with references to norwegian folktales , villeneuve creates in maelstrom a world where the bizarre is credible and the real turns magical ."
0,"stitch is a bad mannered , ugly and destructive little * * * * . no cute factor here… . not that i mind ugly ; the problem is he has no character , loveable or otherwise ."
1,"fantastic !"
0,"aside from the fact that the film idiotically uses the website feardotcom . com or the improperly hammy performance from poor stephen rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand ."
0,"it is bad , but certainly not without merit as entertainment ."
1,"beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that's there to scare while we delight in the images ."
0,"for its 100 minutes running time , you'll wait in vain for a movie to happen ."
0,"a work that lacks both a purpose and a strong pulse ."
1,"the film is darkly atmospheric , with herrmann quietly suggesting the sadness and obsession beneath hearst's forced avuncular chortles ."
0,"a faster paced family flick . upper teens may get cynical . smaller numbered kidlets will enjoy ."
1,"shyamalan takes a potentially trite and overused concept ( aliens come to earth ) and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion ."
0,"most fish stories are a little peculiar , but this is one that should be thrown back in the river ."
0,"it's all gratuitous before long , as if schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story ."
0,"" i blame all men for war , " [the warden's daughter] tells her father . the movie is about as deep as that sentiment ."
1,"with a large cast representing a broad cross-section , tavernier's film bounds along with the rat-a-tat energy of " his girl friday , " maintaining a light touch while tackling serious themes ."
1,"the observations of this social/economic/urban environment are canny and spiced with irony ."
0,"i've seen some bad singer-turned actors , but lil bow wow takes the cake ."
1,"renner carries much of the film with a creepy and dead-on performance ."
0,"by halfway through this picture i was beginning to hate it , and , of course , feeling guilty for it . . . . then , miracle of miracles , the movie does a flip-flop ."
0,"for all the complications , it's all surprisingly predictable ."
1,"the spaniel-eyed jean reno infuses hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart ."
0,"it's been 20 years since 48 hrs . made eddie murphy a movie star and the man hasn't aged a day . but his showboating wise-cracker stock persona sure is getting old ."
1,"aniston has at last decisively broken with her friends image in an independent film of satiric fire and emotional turmoil ."
0,"if deuces wild had been tweaked up a notch it would have become a camp adventure , one of those movies that's so bad it starts to become good . but it wasn't ."
0,"for a film about action , ultimate x is the gabbiest giant-screen movie ever , bogging down in a barrage of hype ."
0,". . . a low rate annie featuring some kid who can't act , only echoes of jordan , and weirdo actor crispin glover screwing things up old school ."
1,"unexpected , and often contradictory , truths emerge ."
1,"may take its sweet time to get wherever it's going , but if you have the patience for it , you won't feel like it's wasted yours ."
1,"less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling ( though no less horrifying for it ) ."
0,"gorgeous to look at but insufferably tedious and turgid . . . a curiously constricted epic ."
1,"the film is one of the year's best ."
0,"it looks much more like a cartoon in the end than the simpsons ever has ."
1,"eerily accurate depiction of depression ."
0,"with a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , personal velocity seems to be idling in neutral ."
1,". . . a delicious crime drama on par with the slickest of mamet ."
1,"directed with purpose and finesse by england's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft ."
1,"escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions ."
0,"a prolonged extrusion of psychopathic pulp ."
1,"this big screen caper has a good bark , far from being a bow-wow ."
0,"borrows from other movies like it in the most ordinary and obvious fashion ."
0,"a chilly , remote , emotionally distant piece . . . so dull that its tagline should be : 'in space , no one can hear you snore . '"
0,"it's like a drive-by . you can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise ."
1,"the film has the courage of its convictions and excellent performances on its side ."
1,"i know i shouldn't have laughed , but hey , those farts got to my inner nine-year-old ."
0,"this would-be 'james bond for the extreme generation' pic is one big , dumb action movie . stress 'dumb . '"
1,"it's a smart , funny look at an arcane area of popular culture , and if it isn't entirely persuasive , it does give exposure to some talented performers ."
0,"when your subject is illusion versus reality , shouldn't the reality seem at least passably real ?"
1,"more vaudeville show than well-constructed narrative , but on those terms it's inoffensive and actually rather sweet ."
0,"it's a terrible movie in every regard , and utterly painful to watch ."
1,"the case is a convincing one , and should give anyone with a conscience reason to pause ."
0,"this is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight , and the whole of the proceedings beg the question 'why ? '"
1,"the actresses find their own rhythm and protect each other from the script's bad ideas and awkwardness ."
0,"a fan film that for the uninitiated plays better on video with the sound turned down ."
1,"diverting french comedy in which a husband has to cope with the pesky moods of jealousy ."
0,"too infuriatingly quirky and taken with its own style ."
1,"captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head ."
0,"there's a whole heap of nothing at the core of this slight coming-of-age/coming-out tale ."
1,"there is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure ."
0,"the type of dumbed-down exercise in stereotypes that gives the [teen comedy] genre a bad name ."
1,"it is a likable story , told with competence ."
0,"distinctly sub-par . . . more likely to drown a viewer in boredom than to send any shivers down his spine ."
0,"plays like a bad blend of an overripe episode of tv's dawson's creek and a recycled and dumbed-down version of love story ."
1,"tackles the difficult subject of grief and loss with such life-embracing spirit that the theme doesn't drag an audience down ."
0,"unless you come in to the film with a skateboard under your arm , you're going to feel like you weren't invited to the party ."
1,"the movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing ."
0,"just isn't as weird as it ought to be ."
1,"i admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for vincent's complaint ."
0,"a " home alone " film that is staged like " rosemary's baby , " but is not as well-conceived as either of those films ."
0,"[siegel] and co-writers lisa bazadona and grace woodard have relied too much on convention in creating the characters who surround frankie ."
1,"using an endearing cast , writer/director dover kosashvili takes a slightly dark look at relationships , both sexual and kindred ."
0,"`hey arnold ! ' has some visual wit . . . but little imagination elsewhere ."
1,"when a movie has stuck around for this long , you know there's something there . it's that good ."
1,"smart , sassy interpretation of the oscar wilde play ."
0,"a sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women ."
1,"forget about one oscar nomination for julianne moore this year - she should get all five ."
1,"japanese director shohei imamura's latest film is an odd but ultimately satisfying blend of the sophomoric and the sublime ."
0,"it's mindless junk like this that makes you appreciate original romantic comedies like punch-drunk love ."
1,"kwan is a master of shadow , quietude , and room noise , and lan yu is a disarmingly lived-in movie ."
0,"the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the " webcast . ""
1,"while the plot follows a predictable connect-the-dots course . . . director john schultz colors the picture in some evocative shades ."
0,"tale will be all too familiar for anyone who's seen george roy hill's 1973 film , " the sting . ""
1,"katz's documentary doesn't have much panache , but with material this rich it doesn't need it ."
0,"anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity ."
0,"the problem with the bread , my sweet is that it's far too sentimental ."
0,"a late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques ."
1,"a thought-provoking picture ."
1,"this is one of the outstanding thrillers of recent years ."
0,"what might have emerged as hilarious lunacy in the hands of woody allen or mel brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in this debut indie feature ."
1,"a film of quiet power ."
0,"despite slick production values and director roger michell's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours ."
1,"more concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers , soderbergh's solaris is a gorgeous and deceptively minimalist cinematic tone poem ."
1,"an intelligent romantic thriller of a very old-school kind of quality ."
0,"they do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film ."
1,"the sword fighting is well done and auteuil is a goofy pleasure ."
1,"yes , mibii is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it ."
1,"film can't quite maintain its initial momentum , but remains sporadically funny throughout ."
0,"it is so earnest , so overwrought and so wildly implausible that it begs to be parodied ."
0,"these are textbook lives of quiet desperation ."
0,"swimfan , like fatal attraction , eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub ."
0,"feels like pieces a bunch of other , better movies slapped together ."
0,"almost everything about the film is unsettling , from the preposterous hairpiece worn by lai's villainous father to the endless action sequences ."
1,"while centered on the life experiences of a particular theatrical family , this marvelous documentary touches -- ever so gracefully -- on the entire history of the yiddish theater , both in america and israel ."
0,"writer-director randall wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic ."
1,"the film , despite the gratuitous cinematic distractions impressed upon it , is still good fun ."
1,"has an unmistakable , easy joie de vivre ."
1,"more than anything else , kissing jessica stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again ."
0,"there's an epic here , but you have to put it together yourself ."
1,"this movie has the usual impossible stunts . . . but it has just as many scenes that are lean and tough enough to fit in any modern action movie ."
0,"what little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else ."
0,"director-chef gabriele muccino keeps it fast -- zippy , comin' at ya -- as if fearing that his film is molto superficiale ."
1,". . . the one thing this wild film has that other imax films don't : chimps , lots of chimps , all blown up to the size of a house . that's fun for kids of any age ."
0,"tartakovsky's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality ."
0,"the most horrific movie experience i've had since " can't stop the music . " it may as well be called " jar-jar binks : the movie . " it's that painful ."
1,"rarely have i seen a film so willing to champion the fallibility of the human heart ."
0,"like a three-ring circus , there are side stories aplenty -- none of them memorable ."
1,"like the full monty , this is sure to raise audience's spirits and leave them singing long after the credits roll ."
0,"when in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip . or else a doggie winks ."
1,"kinnear and dafoe give what may be the performances of their careers ."
1,"all in all , a great party ."
1,"a moving story of determination and the human spirit ."
1,"" brown sugar " admirably aspires to be more than another " best man " clone by weaving a theme throughout this funny film ."
0,"despite the surface attractions -- conrad l . hall's cinematography will likely be nominated for an oscar next year -- there's something impressive and yet lacking about everything ."
0,"a smug and convoluted action-comedy that doesn't allow an earnest moment to pass without reminding audiences that it's only a movie ."
1,"an effortlessly accomplished and richly resonant work ."
0,"[crystal and de niro] manage to squeeze out some good laughs but not enough to make this silly con job sing ."
1,"in some ways , lagaan is quintessential bollywood . except it's much , much better ."
0,"worthless , from its pseudo-rock-video opening to the idiocy of its last frames ."
1,"though it never rises to its full potential as a film , still offers a great deal of insight into the female condition and the timeless danger of emotions repressed ."
0,"the christ allegory doesn't work because there is no foundation for it"
0,"go for la salle's performance , and make do as best you can with a stuttering script ."
0,"i didn't find much fascination in the swinging . what they're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge . but that they are doing it is thought-provoking ."
0,"the acting is just fine , but there's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff ."
1,"there's nothing like love to give a movie a b-12 shot , and cq shimmers with it ."
0,"after collateral damage , you might imagine that most every aggrieved father cliché has been unturned . but no ."
1,"a moving essay about the specter of death , especially suicide ."
0,"ultimately the , yes , snail-like pacing and lack of thematic resonance make the film more silly than scary , like some sort of martha stewart decorating program run amok ."
0,"releasing a film with the word 'dog' in its title in january lends itself to easy jokes and insults , and snow dogs deserves every single one of them ."
1,". . . a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor ."
0,"it was a dark and stormy night . . ."
1,"coral reef adventure is a heavyweight film that fights a good fight on behalf of the world's endangered reefs -- and it lets the pictures do the punching ."
0,"a dark-as-pitch comedy that frequently veers into corny sentimentality , probably would not improve much after a therapeutic zap of shock treatment ."
1,"the overall result is an intelligent , realistic portrayal of testing boundaries ."
0,"this sort of cute and cloying material is far from zhang's forte and it shows ."
1,"poignant and moving , a walk to remember is an inspirational love story , capturing the innocence and idealism of that first encounter ."
1,"worth a salute just for trying to be more complex than your average film ."
0,"though it pretends to expose the life of male hustlers , it's exploitive without being insightful ."
1,"while cherish doesn't completely survive its tonal transformation from dark comedy to suspense thriller , it's got just enough charm and appealing character quirks to forgive that still serious problem ."
0,"aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters ."
1,"in many ways , reminiscent of 1992's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue ."
0,"what starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points ."
1,"we admire this film for its harsh objectivity and refusal to seek our tears , our sympathies ."
0,"exhibits the shallow sensationalism characteristic of soap opera . . . more salacious telenovela than serious drama ."
1,"an often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century ."
1,"the cat's meow marks a return to form for director peter bogdanovich . . ."
1,"this one is strictly a lightweight escapist film ."
1,"this sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem ."
0,". . . a confusing drudgery ."
1,"in questioning the election process , payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box ."
1,"a very charming and funny movie ."
0,"most of the dialogue made me want to pack raw dough in my ears ."
0,"costner's warm-milk persona is just as ill-fitting as shadyac's perfunctory directing chops , and some of the more overtly silly dialogue would sink laurence olivier ."
1,"streamlined to a tight , brisk 85-minute screwball thriller , " big trouble " is funny , harmless and as substantial as a tub of popcorn with extra butter ."
0,"it's coherent , well shot , and tartly acted , but it wears you down like a dinner guest showing off his doctorate ."
1,"consummate actor barry has done excellent work here ."
0,"turns a potentially interesting idea into an excruciating film school experience that plays better only for the film's publicists or for people who take as many drugs as the film's characters"
1,"ali's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier ."
0,"high crimes is a cinematic misdemeanor , a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , morgan freeman and ashley judd ."
1,"i have always appreciated a smartly written motion picture , and , whatever flaws igby goes down may possess , it is undeniably that ."
1,"may be the most undeserving victim of critical overkill since town and country ."
0,"hip-hop rarely comes alive as its own fire-breathing entity in this picture ."
1,"the movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds ."
0,"a well-crafted letdown ."
1,"cold , nervy and memorable ."
0,"a dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise ."
0,"neither a rousing success nor a blinding embarrassment . still , it just sits there like a side dish no one ordered ."
0,"the sum of all fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) ."
1,"a pleasant piece of escapist entertainment ."
0,"the movie spends more time with schneider than with newcomer mcadams , even though her performance is more interesting ( and funnier ) than his ."
0,"this low-rent -- and even lower-wit -- rip-off of the farrelly brothers' oeuvre gets way too mushy -- and in a relatively short amount of time ."
1,"it's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought ."
1,"it's the cute frissons of discovery and humor between chaplin and kidman that keep this nicely wound clock not just ticking , but humming ."
0,"may offend viewers not amused by the sick sense of humor ."
0,"many of benjamins' elements feel like they've been patched in from an episode of miami vice ."
0,"most folks with a real stake in the american sexual landscape will find it either moderately amusing or just plain irrelevant ."
1,"what's infuriating about full frontal is that it's too close to real life to make sense . what's invigorating about it is that it doesn't give a damn ."
0,"feels as if the inmates have actually taken over the asylum ."
1,"writer-director juan carlos fresnadillo makes a feature debut that is fully formed and remarkably assured ."
0,"all of the filmmakers' calculations can't rescue brown sugar from the curse of blandness ."
0,"the movie's gloomy atmosphere is fascinating , though , even if the movie itself doesn't stand a ghost of a chance ."
1,"perhaps the grossest movie ever made . funny , though ."
0,". . . post-september 11 , " the sum of all fears " seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves ."
0,"the exclamation point seems to be the only bit of glee you'll find in this dreary mess ."
1,"one of those exceedingly rare films in which the talk alone is enough to keep us involved ."
0,"no matter how you slice it , mark wahlberg and thandie newton are not hepburn and grant , two cinematic icons with chemistry galore ."
1,"an affectionately goofy satire that's unafraid to throw elbows when necessary . . ."
0,"humorless , self-conscious art drivel , made without a glimmer of intelligence or invention ."
1,"between them , de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season ."
1,"jackson tries to keep the plates spinning as best he can , but all the bouncing back and forth can't help but become a bit tedious -- even with the breathtaking landscapes and villainous varmints there to distract you from the ricocheting ."
0,"solondz may be convinced that he has something significant to say , but he isn't talking a talk that appeals to me ."
0,"more tiring than anything ."
1,"graham greene's novel of colonialism and empire is elevated by michael caine's performance as a weary journalist in a changing world ."
0,"isn't it a bit early in his career for director barry sonnenfeld to do a homage to himself ? and it's a lousy one at that ."
1,"though it's equally solipsistic in tone , the movie has enough vitality to justify the notion of creating a screen adaptation of evans' saga of hollywood excess ."
1,"delivers roughly equal amounts of beautiful movement and inside information ."
0,"writer-director ritchie reduces wertmuller's social mores and politics to tiresome jargon ."
1,"bon appétit ! just like a splendid meal , red dragon satisfies – from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation ."
0,"about amy's cuteness , amy's career success ( she's a best-selling writer of self-help books who can't help herself ) , and amy's neuroses when it comes to men ."
0,"everything about girls can't swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way ."
1,"this charming , thought-provoking new york fest of life and love has its rewards ."
0,"feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake ."
1,"some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options ."
0,"less than fresh ."
1,"a film that will enthrall the whole family ."
1,"the charm of the first movie is still there , and the story feels like the logical , unforced continuation of the careers of a pair of spy kids ."
0,"muddled , simplistic and more than a little pretentious ."
1,"k 19 stays afloat as decent drama/action flick"
1,"it sends you away a believer again and quite cheered at just that ."
1,"an 83 minute document of a project which started in a muddle , seesawed back and forth between controlling interests multiple times , then found its sweet spot"
0,"an occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten ."
1,"leading a double life in an american film only comes to no good , but not here . matters play out realistically if not always fairly ."
1,"in the affable maid in manhattan , jennifer lopez's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly a-list players ."
1,"like mike is a harmlessly naïve slice of b-ball fantasy , fit for filling in during the real nba's off-season ."
0,"this pathetic junk is barely an hour long . nevertheless , it still seems endless ."
1,"y tu mamá también es un buen filme gracias a lo poco convencional de su narrativa , y es quizá el proyecto más arriesgado en la carrera de alfonso cuarón"
0,"it's supposed to be a romantic comedy - it suffers from too much norma rae and not enough pretty woman ."
0,"the leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer's secondhand material ."
1,"what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish ."
1,"a film about female friendship that men can embrace and women will talk about for hours ."
0,"staggers between flaccid satire and what is supposed to be madcap farce ."
1,"the directing and story are disjointed , flaws that have to be laid squarely on taylor's doorstep . but the actors make this worth a peek ."
0,"not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired ."
1,"É uma pena que , mais tarde , o próprio filme abandone o tom de paródia e passe a utilizar os mesmos clichês que havia satirizado ."
0,"brainy , artistic and muted , almost to the point of suffocation ."
1,"light the candles , bring out the cake and don't fret about the calories because there's precious little substance in birthday girl -- it's simply , and surprisingly , a nice , light treat ."
0,"plays like the old disease-of-the-week small-screen melodramas ."
1,"it may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate ."
1,"massoud's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner ( and ultimately the victim ) of history ."
0,"the truth about charlie is that it's a brazenly misguided project ."
1,"if villainous vampires are your cup of blood , blade 2 is definitely a cut above the rest ."
1,"does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets ."
1,"sum " is jack ryan's " do-over . " give credit to everyone from robinson down to the key grip that this bold move works . especially give credit to affleck ."
0,"snipes is both a snore and utter tripe ."
1,"an intelligently made ( and beautifully edited ) picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch ."
0,"ritchie's film is easier to swallow than wertmuller's polemical allegory , but it's self-defeatingly decorous ."
1,"a terrific date movie , whatever your orientation ."
0,"chalk it up as the worst kind of hubristic folly ."
1,"not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching ."
0,"it's the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name ."
1,"what it lacks in originality it makes up for in effective if cheap moments of fright and dread ."
1,"the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze ."
1,"a gem of a movie ."
1,"witty , vibrant , and intelligent ."
0,"some body smacks of exhibitionism more than it does cathartic truth telling ."
1,"miller comes at film with bracing intelligence and a vision both painterly and literary ."
1,"the film is moody , oozing , chilling and heart-warming all at once . . . a twisting , unpredictable , cat-and-mouse thriller ."
0,"a lame comedy ."
1,"a thriller whose style , structure and rhythms are so integrated with the story , you cannot separate them ."
0,"a movie that's held captive by mediocrity . not bad , but not all that good . bacon keeps things interesting , but don't go out of your way to pay full price ."
1,"it's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire !"
1,"returning director rob minkoff . . . and screenwriter bruce joel rubin . . . have done a fine job of updating white's dry wit to a new age ."
0,"can't seem to get anywhere near the story's center ."
1,"unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck ."
0,"the problem , amazingly enough , is the screenplay ."
1,"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being ."
0,"it's a frankenstein-monster of a film that doesn't know what it wants to be ."
1,"an unflinching look at the world's dispossessed ."
0,"upper west sidey exercise in narcissism and self-congratulation disguised as a tribute ."
0,"on its icy face , the new film is a subzero version of monsters , inc . , without the latter's imagination , visual charm or texture ."
1,"polanski has found the perfect material with which to address his own world war ii experience in his signature style ."
0,"i can't say this enough : this movie is about an adult male dressed in pink jammies ."
0,"it's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex ."
1,"an off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world ."
1,"a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters ."
0,"summer's far too fleeting to squander on offal like this ."
0,"the film is grossly contradictory in conveying its social message , if indeed there is one ."
1,"a well paced and satisfying little drama that deserved better than a ‘direct-to-video' release ."
0,"often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ? into how long is this movie ?"
1,"a gripping documentary that reveals how deep the antagonism lies in war-torn jerusalem ."
0,"epps has neither the charisma nor the natural affability that has made tucker a star ."
0,"it's sweet . . . but just a little bit too precious at the start and a little too familiar at the end ."
1,"one of the film's most effective aspects is its tchaikovsky soundtrack of neurasthenic regret ."
0,"a dull , dumb and derivative horror film ."
1,"solondz creates some effective moments of discomfort for character and viewer alike ."
0,"an awkwardly contrived exercise in magic realism ."
1,"i was amused and entertained by the unfolding of bielinsky's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise ."
1,"somehow ms . griffiths and mr . pryce bring off this wild welsh whimsy ."
1,"more mature than fatal attraction , more complete than indecent proposal and more relevant than 9 ½ weeks , unfaithful is at once intimate and universal cinema ."
1,"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism ."
0,"richard pryor mined his personal horrors and came up with a treasure chest of material , but lawrence gives us mostly fool's gold ."
1,"a fanciful drama about napoleon's last years and his surprising discovery of love and humility ."
0,". . . built on the premise that middle-class arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids ."
1,"eric schweig and graham greene both exude an air of dignity that's perfect for the proud warrior that still lingers in the souls of these characters ."
1,"lovely and amazing is holofcener's deep , uncompromising curtsy to women she knows , and very likely is . when all is said and done , she loves them to pieces -- and so , i trust , will you ."
0,"the sequel is everything the original was not : contrived , overblown and tie-in ready ."
1,"campbell scott finds the ideal outlet for his flick-knife diction in the role of roger swanson ."
0,"like a grinning jack o' lantern , its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded ."
0,"a sentimental hybrid that could benefit from the spice of specificity ."
0,". . . familiar and predictable , and 4/5ths of it might as well have come from a xerox machine rather than ( writer-director ) franc . reyes' word processor ."
1,"the animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst ."
0,"it's so devoid of joy and energy it makes even jason x . . . look positively shakesperean by comparison ."
1,"as the princess , sorvino glides gracefully from male persona to female without missing a beat . ben kingsley is truly funny , playing a kind of ghandi gone bad ."
0,"a little objectivity could have gone a long way ."
1,"ourside the theatre roger might be intolerable company , but inside it he's well worth spending some time with ."
0,"i believe silberling had the best intentions here , but he just doesn't have the restraint to fully realize them ."
1,"in an era where big stars and high production values are standard procedure , narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve ."
0,"mctiernan's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious ."
1,"ranges from laugh-out-loud hilarious to wonder-what- time-it-is tedious ."
0,"high crimes carries almost no organic intrigue as a government/ marine/legal mystery , and that's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue ."
1,"the film's gamble to occasionally break up the live-action scenes with animated sequences pays off , as does its sensitive handling of some delicate subject matter ."
1,"talk to her is not the perfect movie many have made it out to be , but it's still quite worth seeing ."
0,"the explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me ."
1,"beating the austin powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness ."
1,"this is a dark , gritty , sometimes funny little gem ."
1,"for all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between sullivan and his son ."
0,"the film desperately sinks further and further into comedy futility ."
1,"what makes salton sea surprisingly engrossing is that caruso takes an atypically hypnotic approach to a world that's often handled in fast-edit , hopped-up fashion ."
0,"instead of a balanced film that explains the zeitgeist that is the x games , we get a cinematic postcard that's superficial and unrealized ."
0,"the crassness of this reactionary thriller is matched only by the ridiculousness of its premise ."
